date,description,amount,running_balance,currency,bank_name,account_number,sort_code,account_name
2025-03-29,DELIVEROO TAKEAWAY,-20.33,19080.98,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-03-29,LOCAL CAFE,-20.51,19060.47,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-03-31,TFL BUS JOURNEY,-1.77,19058.7,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-03-31,TFL BUS JOURNEY,-1.77,19056.93,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-04-01,HOME RENT PAYMENT,-728.47,18328.46,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-04-01,TFL BUS JOURNEY,-1.77,18326.69,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-04-01,TFL BUS JOURNEY,-1.77,18324.92,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-04-02,CLIENT INVOICE PAYMENT,777.19,19102.11,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-04-03,CONTRACT PAY,624.9,19727.01,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-04-03,TFL BUS JOURNEY,-1.77,19725.24,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-04-03,TFL BUS JOURNEY,-1.77,19723.47,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-04-04,SAINSBURY STORE,-39.67,19683.8,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-04-04,TFL BUS JOURNEY,-1.77,19682.03,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-04-04,TFL BUS JOURNEY,-1.77,19680.26,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-04-06,DELIVEROO TAKEAWAY,-60.92,19619.34,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-04-06,DELIVEROO TAKEAWAY,-10.58,19608.76,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-04-07,NIMO ENERGY,-74.05,19534.71,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-04-07,TESCO SUPERMARKET,-49.46,19485.25,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-04-07,CITY RESTAURANT,-14.23,19471.02,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-04-07,TFL BUS JOURNEY,-1.77,19469.25,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-04-07,TFL BUS JOURNEY,-1.77,19467.48,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-04-08,ALDI GROCERIES,-131.58,19335.9,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-04-08,TFL BUS JOURNEY,-1.77,19334.13,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-04-08,TFL BUS JOURNEY,-1.77,19332.36,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-04-09,GYM MEMBERSHIP,-30.32,19302.04,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-04-10,VIDEO STREAMING,-8.08,19293.96,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-04-10,TFL RAIL TRAVEL,-6.48,19287.48,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-04-11,CLIENT INVOICE PAYMENT,1344.02,20631.5,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-04-11,FREELANCE CREDIT,717.45,21348.95,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-04-11,TFL BUS JOURNEY,-1.77,21347.18,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-04-11,TFL BUS JOURNEY,-1.77,21345.41,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-04-12,ELECTRONICS STORE,-43.01,21302.4,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-04-13,ALDI GROCERIES,-26.42,21275.98,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-04-13,LIDL MARKET,-38.61,21237.37,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-04-14,TESCO SUPERMARKET,-56.22,21181.15,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-04-15,CONTRACT PAY,823.82,22004.97,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-04-15,CITY WATER,-31.37,21973.6,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-04-15,TFL BUS JOURNEY,-1.77,21971.83,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-04-15,TFL BUS JOURNEY,-1.77,21970.06,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-04-16,CLIENT INVOICE PAYMENT,575.92,22545.98,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-04-16,NEWS MEMBERSHIP,-8.59,22537.39,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-04-16,TFL BUS JOURNEY,-1.77,22535.62,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-04-16,TFL BUS JOURNEY,-1.77,22533.85,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-04-17,TFL BUS JOURNEY,-1.77,22532.08,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-04-17,TFL BUS JOURNEY,-1.77,22530.31,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-04-18,LOCAL CAFE,-53.85,22476.46,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-04-20,BROADBAND SERVICE,-25.78,22450.68,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-04-21,FREELANCE CREDIT,283.75,22734.43,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-04-21,FREELANCE CREDIT,1638.56,24372.99,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-04-21,TFL BUS JOURNEY,-1.77,24371.22,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-04-21,TFL BUS JOURNEY,-1.77,24369.45,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-04-22,MOBILE NETWORK,-22.24,24347.21,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-04-22,TFL BUS JOURNEY,-1.77,24345.44,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-04-22,TFL BUS JOURNEY,-1.77,24343.67,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-04-23,FREELANCE CREDIT,243.02,24586.69,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-04-23,TFL RAIL TRAVEL,-4.66,24582.03,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-04-24,TFL BUS JOURNEY,-1.77,24580.26,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-04-24,TFL BUS JOURNEY,-1.77,24578.49,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-04-25,TFL BUS JOURNEY,-1.77,24576.72,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-04-25,TFL BUS JOURNEY,-1.77,24574.95,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-04-26,TESCO SUPERMARKET,-50.57,24524.38,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-04-26,CITY RESTAURANT,-50.97,24473.41,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-04-27,TRANSFER TO SAVINGS,-533.58,23939.83,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-04-30,CLIENT INVOICE PAYMENT,419.89,24359.72,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-04-30,LIDL MARKET,-38.8,24320.92,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-04-30,TFL BUS JOURNEY,-1.77,24319.15,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-04-30,TFL BUS JOURNEY,-1.77,24317.38,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-05-01,HOME RENT PAYMENT,-729.44,23587.94,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-05-02,TFL BUS JOURNEY,-1.77,23586.17,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-05-02,TFL BUS JOURNEY,-1.77,23584.4,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-05-04,LIDL MARKET,-27.77,23556.63,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-05-05,TESCO SUPERMARKET,-52.96,23503.67,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-05-05,TFL RAIL TRAVEL,-4.66,23499.01,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-05-07,NIMO ENERGY,-81.81,23417.2,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-05-07,TFL BUS JOURNEY,-1.77,23415.43,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-05-07,TFL BUS JOURNEY,-1.77,23413.66,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-05-08,ALDI GROCERIES,-43.96,23369.7,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-05-08,TFL BUS JOURNEY,-1.77,23367.93,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-05-08,TFL BUS JOURNEY,-1.77,23366.16,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-05-09,GYM MEMBERSHIP,-30.34,23335.82,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-05-10,VIDEO STREAMING,-8.08,23327.74,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-05-10,ALDI GROCERIES,-36.13,23291.61,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-05-10,EMERGENCY HOME REPAIR,-486.29,22805.32,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-05-11,CITY TAXI,-10.32,22795.0,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-05-12,TFL BUS JOURNEY,-1.77,22793.23,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-05-12,TFL BUS JOURNEY,-1.77,22791.46,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-05-13,CONTRACT PAY,741.23,23532.69,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-05-13,TFL BUS JOURNEY,-1.77,23530.92,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-05-13,TFL BUS JOURNEY,-1.77,23529.15,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-05-14,TFL BUS JOURNEY,-1.77,23527.38,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-05-14,TFL BUS JOURNEY,-1.77,23525.61,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-05-15,FREELANCE CREDIT,842.36,24367.97,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-05-15,CITY WATER,-33.92,24334.05,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-05-15,TESCO SUPERMARKET,-12.81,24321.24,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-05-15,TESCO SUPERMARKET,-40.22,24281.02,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-05-16,NEWS MEMBERSHIP,-8.6,24272.42,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-05-16,EMERGENCY HOME REPAIR,-214.72,24057.7,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-05-17,SAINSBURY STORE,-34.59,24023.11,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-05-17,CITY TAXI,-9.49,24013.62,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-05-18,LOCAL CAFE,-13.46,24000.16,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-05-19,TFL BUS JOURNEY,-1.77,23998.39,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-05-19,TFL BUS JOURNEY,-1.77,23996.62,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-05-20,BROADBAND SERVICE,-26.85,23969.77,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-05-20,TESCO SUPERMARKET,-19.28,23950.49,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-05-20,TFL RAIL TRAVEL,-9.32,23941.17,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-05-21,CONTRACT PAY,372.67,24313.84,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-05-21,TFL BUS JOURNEY,-1.77,24312.07,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-05-21,TFL BUS JOURNEY,-1.77,24310.3,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-05-22,MOBILE NETWORK,-21.49,24288.81,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-05-24,CITY TAXI,-9.55,24279.26,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-05-26,TFL BUS JOURNEY,-1.77,24277.49,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-05-26,TFL BUS JOURNEY,-1.77,24275.72,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-05-27,TFL RAIL TRAVEL,-6.49,24269.23,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-05-28,TFL BUS JOURNEY,-1.77,24267.46,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-05-28,TFL BUS JOURNEY,-1.77,24265.69,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-05-29,CLIENT INVOICE PAYMENT,742.32,25008.01,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-05-29,ELECTRONICS STORE,-70.04,24937.97,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-05-30,LIDL MARKET,-172.19,24765.78,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-05-30,DELIVEROO TAKEAWAY,-14.1,24751.68,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-05-30,TFL BUS JOURNEY,-1.77,24749.91,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-05-30,TFL BUS JOURNEY,-1.77,24748.14,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-05-31,LIDL MARKET,-23.96,24724.18,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-06-01,HOME RENT PAYMENT,-730.43,23993.75,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-06-01,SAINSBURY STORE,-21.81,23971.94,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-06-02,CONTRACT PAY,491.56,24463.5,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-06-02,TFL BUS JOURNEY,-1.77,24461.73,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-06-02,TFL BUS JOURNEY,-1.77,24459.96,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-06-04,CLIENT INVOICE PAYMENT,439.09,24899.05,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-06-04,ALDI GROCERIES,-21.85,24877.2,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-06-05,TFL RAIL TRAVEL,-9.33,24867.87,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-06-06,TFL RAIL TRAVEL,-4.66,24863.21,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-06-06,ELECTRONICS STORE,-93.91,24769.3,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-06-07,NIMO ENERGY,-80.02,24689.28,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-06-07,CITY TAXI,-12.93,24676.35,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-06-09,GYM MEMBERSHIP,-30.36,24645.99,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-06-09,TESCO SUPERMARKET,-42.25,24603.74,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-06-09,LOCAL PHARMACY,-20.76,24582.98,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-06-10,VIDEO STREAMING,-8.09,24574.89,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-06-10,TFL RAIL TRAVEL,-9.33,24565.56,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-06-11,CONTRACT PAY,239.86,24805.42,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-06-11,TFL RAIL TRAVEL,-6.49,24798.93,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-06-13,FREELANCE CREDIT,286.55,25085.48,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-06-13,TFL BUS JOURNEY,-1.77,25083.71,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-06-13,TFL BUS JOURNEY,-1.77,25081.94,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-06-14,CITY RESTAURANT,-20.3,25061.64,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-06-15,CITY WATER,-35.31,25026.33,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-06-16,NEWS MEMBERSHIP,-8.61,25017.72,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-06-20,BROADBAND SERVICE,-25.33,24992.39,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-06-20,TFL RAIL TRAVEL,-4.66,24987.73,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-06-22,MOBILE NETWORK,-19.27,24968.46,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-06-22,LIDL MARKET,-28.91,24939.55,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-06-22,NEIGHBOURHOOD PUB,-14.19,24925.36,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-06-23,CONTRACT PAY,197.58,25122.94,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-06-23,TFL BUS JOURNEY,-1.77,25121.17,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-06-23,TFL BUS JOURNEY,-1.77,25119.4,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-06-24,CONTRACT PAY,180.03,25299.43,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-06-25,TFL BUS JOURNEY,-1.77,25297.66,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-06-25,TFL BUS JOURNEY,-1.77,25295.89,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-06-26,TFL RAIL TRAVEL,-6.49,25289.4,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-06-28,LIDL MARKET,-51.05,25238.35,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-06-30,TFL RAIL TRAVEL,-6.49,25231.86,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-07-01,HOME RENT PAYMENT,-731.4,24500.46,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-07-01,TFL RAIL TRAVEL,-6.49,24493.97,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-07-02,CONTRACT PAY,502.13,24996.1,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-07-02,ALDI GROCERIES,-17.68,24978.42,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-07-02,TFL RAIL TRAVEL,-4.67,24973.75,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-07-07,NIMO ENERGY,-76.84,24896.91,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-07-09,GYM MEMBERSHIP,-30.38,24866.53,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-07-09,TFL BUS JOURNEY,-1.78,24864.75,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-07-09,TFL BUS JOURNEY,-1.78,24862.97,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-07-10,CLIENT INVOICE PAYMENT,501.54,25364.51,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-07-10,FREELANCE CREDIT,222.58,25587.09,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-07-10,FREELANCE CREDIT,327.9,25914.99,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-07-10,VIDEO STREAMING,-8.09,25906.9,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-07-10,TFL BUS JOURNEY,-1.78,25905.12,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-07-10,TFL BUS JOURNEY,-1.78,25903.34,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-07-11,ALDI GROCERIES,-13.0,25890.34,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-07-11,DELIVEROO TAKEAWAY,-68.22,25822.12,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-07-12,SAINSBURY STORE,-22.27,25799.85,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-07-13,SAINSBURY STORE,-38.2,25761.65,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-07-13,LOCAL CAFE,-53.01,25708.64,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-07-14,TFL BUS JOURNEY,-1.78,25706.86,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-07-14,TFL BUS JOURNEY,-1.78,25705.08,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-07-15,CITY WATER,-35.07,25670.01,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-07-15,TFL RAIL TRAVEL,-3.25,25666.76,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-07-16,NEWS MEMBERSHIP,-8.61,25658.15,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-07-16,SAINSBURY STORE,-30.13,25628.02,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-07-16,TFL BUS JOURNEY,-1.78,25626.24,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-07-16,TFL BUS JOURNEY,-1.78,25624.46,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-07-17,AMAZON MARKETPLACE,-41.3,25583.16,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-07-18,ALDI GROCERIES,-12.46,25570.7,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-07-18,DELIVEROO TAKEAWAY,-20.9,25549.8,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-07-18,TFL BUS JOURNEY,-1.78,25548.02,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-07-18,TFL BUS JOURNEY,-1.78,25546.24,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-07-19,LOCAL CAFE,-22.79,25523.45,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-07-20,BROADBAND SERVICE,-26.82,25496.63,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-07-21,TFL BUS JOURNEY,-1.78,25494.85,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-07-21,TFL BUS JOURNEY,-1.78,25493.07,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-07-22,MOBILE NETWORK,-21.11,25471.96,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-07-22,TFL RAIL TRAVEL,-3.25,25468.71,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-07-23,TFL BUS JOURNEY,-1.78,25466.93,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-07-23,TFL BUS JOURNEY,-1.78,25465.15,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-07-24,TFL BUS JOURNEY,-1.78,25463.37,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-07-24,TFL BUS JOURNEY,-1.78,25461.59,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-07-25,CLIENT INVOICE PAYMENT,566.44,26028.03,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-07-25,NEIGHBOURHOOD PUB,-75.79,25952.24,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-07-25,TFL BUS JOURNEY,-1.78,25950.46,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-07-25,TFL BUS JOURNEY,-1.78,25948.68,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-07-26,TESCO SUPERMARKET,-28.28,25920.4,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-07-27,DELIVEROO TAKEAWAY,-6.67,25913.73,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-07-27,CITY TAXI,-19.66,25894.07,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-07-29,SAINSBURY STORE,-71.3,25822.77,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-07-31,TFL RAIL TRAVEL,-6.5,25816.27,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-08-01,FREELANCE CREDIT,308.15,26124.42,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-08-01,HOME RENT PAYMENT,-732.4,25392.02,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-08-01,TESCO SUPERMARKET,-18.33,25373.69,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-08-01,TFL BUS JOURNEY,-1.78,25371.91,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-08-01,TFL BUS JOURNEY,-1.78,25370.13,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-08-02,CITY RESTAURANT,-4.03,25366.1,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-08-03,CITY RESTAURANT,-16.34,25349.76,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-08-04,TFL BUS JOURNEY,-1.78,25347.98,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-08-04,TFL BUS JOURNEY,-1.78,25346.2,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-08-06,TFL RAIL TRAVEL,-6.5,25339.7,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-08-07,NIMO ENERGY,-83.37,25256.33,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-08-07,TFL BUS JOURNEY,-1.78,25254.55,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-08-07,TFL BUS JOURNEY,-1.78,25252.77,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-08-08,SAINSBURY STORE,-74.61,25178.16,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-08-09,GYM MEMBERSHIP,-30.4,25147.76,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-08-09,CITY TAXI,-14.54,25133.22,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-08-10,VIDEO STREAMING,-8.1,25125.12,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-08-11,TFL RAIL TRAVEL,-9.34,25115.78,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-08-13,TFL RAIL TRAVEL,-4.67,25111.11,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-08-15,CONTRACT PAY,861.84,25972.95,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-08-15,CITY WATER,-34.69,25938.26,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-08-15,SAINSBURY STORE,-18.48,25919.78,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-08-15,TFL BUS JOURNEY,-1.78,25918.0,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-08-15,TFL BUS JOURNEY,-1.78,25916.22,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-08-16,NEWS MEMBERSHIP,-8.62,25907.6,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-08-16,CITY RESTAURANT,-19.36,25888.24,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-08-18,CONTRACT PAY,302.03,26190.27,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-08-20,BROADBAND SERVICE,-25.83,26164.44,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-08-20,TFL RAIL TRAVEL,-4.67,26159.77,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-08-21,TFL BUS JOURNEY,-1.78,26157.99,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-08-21,TFL BUS JOURNEY,-1.78,26156.21,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-08-22,MOBILE NETWORK,-21.36,26134.85,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-08-22,SAINSBURY STORE,-28.12,26106.73,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-08-22,TESCO SUPERMARKET,-20.75,26085.98,GBP,NIMOB,46110026,93-86-07,Main Current Account
